Name,ID,Application_Num,Member_HICN,Plan,Effective_Date,Termination_Date
Amber Miller,671,16681241,aVB11170,BP2,2020-12-18,2021-12-18
Mason Franklin,198,64608615,bpz60199,BP3,2021-11-08,2022-11-08
Diana Sanders,085,47105997,VJI59773,BP4,2021-11-10,2022-11-10
Chelsea Freeman,076,48461790,TIJ21804,BP1,2022-02-01,2023-02-01
Casey Shea,842,19116202,hZZ86473,BP3,2020-01-16,2021-01-15
Ann Sandoval,290,83577657,Fen05491,BP1,2021-10-20,2022-10-20
Andrew Foster,962,55797425,hsW67376,BP4,2020-03-28,2021-03-28
Sharon Garcia,734,17394411,ddU55835,BP3,2020-03-01,2021-03-01
Craig Henderson,941,98394974,mVk06034,BP1,2020-10-17,2021-10-17
Joshua Maddox,679,95855495,TpD67292,BP3,2020-05-03,2021-05-03
Sergio Ramsey,212,48519397,rwP65383,BP2,2021-01-04,2022-01-04
Valerie Parker,897,42057590,wsN29834,BP1,2020-07-17,2021-07-17
Jesse Roman,033,81726118,aNr43843,BP4,2020-11-24,2021-11-24
Kimberly Fisher,315,95455695,KfB68742,BP2,2022-10-15,2023-10-15
Patrick Johnson,279,63427467,lNZ85358,BP1,2020-08-08,2021-08-08
David Maldonado,151,32120478,Fbz71002,BP2,2021-06-02,2022-06-02
Richard Maddox,337,25492792,MVI52540,BP1,2021-07-04,2022-07-04
Lynn Jackson,799,16952132,hoH78714,BP3,2021-02-28,2022-02-28
Adam Young,622,62129867,GIC91529,BP4,2020-05-27,2021-05-27
Sonya Johnson,427,32585542,kuX84912,BP2,2021-11-24,2022-11-24
Nicholas Johnson,428,57409832,jRU02554,BP4,2022-10-30,2023-10-30
Melissa Henry,277,11538014,sEu50663,BP3,2022-04-24,2023-04-24
Charles Wise,952,19137858,mVm07504,BP1,2020-08-11,2021-08-11
Shelly Johnson,845,2728705,fBl35420,BP3,2020-06-29,2021-06-29
Joel Willis,006,16674965,rNP09982,BP4,2021-05-31,2022-05-31
Ryan Brown,180,31184831,Una20613,BP1,2022-05-22,2023-05-22
Joseph Allison,878,17495936,RkJ24960,BP3,2020-09-19,2021-09-19
Deanna Lozano,609,93656868,Qax22651,BP1,2022-10-19,2023-10-19
Tiffany Wheeler,086,43411849,MfG81154,BP4,2020-09-17,2021-09-17
Matthew Carter,820,41141621,YXB84865,BP1,2022-12-03,2023-12-03
Jonathan Thompson,443,82902748,NIX32969,BP2,2020-12-26,2021-12-26
Luis Underwood,205,17666383,MJl15282,BP4,2022-12-04,2023-12-04
Andrea Kim,808,87736266,HDS00644,BP3,2021-02-11,2022-02-11
Jennifer Anderson,404,40438718,MYM77620,BP1,2020-12-18,2021-12-18
Morgan Reyes,656,23206176,rAL58233,BP4,2022-11-05,2023-11-05
Jeffrey Romero,949,98580748,Weh59457,BP3,2021-04-20,2022-04-20
Christopher Mccormick,704,66907126,IaH00403,BP2,2022-03-25,2023-03-25
Amanda Craig,688,22174042,POU44697,BP4,2022-04-14,2023-04-14
Kyle Smith,755,77025727,hBC19702,BP2,2022-09-21,2023-09-21
Charles Sanders,087,2758984,gMj62300,BP2,2020-07-26,2021-07-26
Jennifer Mitchell,270,83359146,RCz16080,BP4,2020-08-08,2021-08-08
Vickie Lucas,580,94095990,hdC77549,BP1,2021-08-21,2022-08-21
Jeffrey Rogers,470,14234926,qXT28539,BP3,2022-05-08,2023-05-08
Sean Mcdaniel,196,30353650,kYK46285,BP1,2020-05-14,2021-05-14
Amanda Parker MD,063,48544885,cOm27127,BP4,2022-02-23,2023-02-23
Jeffery Rios,896,35373569,Foe45270,BP1,2022-03-13,2023-03-13
Tracy Williams,920,53785817,WIW22866,BP4,2022-10-12,2023-10-12
Logan Bean,262,1798556,tFz32825,BP4,2021-11-25,2022-11-25
Stephen Douglas,834,92759044,sdA71587,BP2,2020-09-08,2021-09-08
Latoya Baxter,406,94367991,MTM25688,BP1,2021-11-12,2022-11-12
Lauren Lara,756,70169782,ZHx07488,BP2,2022-06-08,2023-06-08
Ryan Garner,432,44340390,zZO62661,BP2,2020-03-16,2021-03-16
Heidi Green,439,63377477,ffi18870,BP4,2022-03-20,2023-03-20
Tommy Payne,861,39104913,LgN70864,BP4,2021-11-16,2022-11-16
Jonathan Williams,369,38580930,KZw96640,BP2,2021-04-02,2022-04-02
Marcus Sanchez MD,640,51398991,XDQ19204,BP1,2022-06-22,2023-06-22
James Dennis,028,4277965,taH76805,BP1,2022-02-05,2023-02-05
Christopher Rodriguez,876,48564817,ubm11690,BP2,2022-11-03,2023-11-03
Michael Castro,861,36080613,bHO49404,BP2,2020-12-12,2021-12-12
Anita Hicks,005,84368934,vLK29523,BP1,2022-11-15,2023-11-15
David Barnes,399,99548589,aNd03739,BP1,2020-10-08,2021-10-08
Stephen Diaz,707,53170346,inB64625,BP4,2022-05-16,2023-05-16
Jessica Henry,081,69715915,zvv36665,BP4,2022-07-27,2023-07-27
Paul Kim,947,38085803,noY71273,BP4,2020-08-11,2021-08-11
Cody Graham,865,99755385,Vvm56744,BP1,2021-07-22,2022-07-22
Mrs. Samantha Weber DDS,614,93984905,HKR91046,BP3,2021-09-05,2022-09-05
Tricia Morris,756,59242143,kCV23450,BP2,2020-07-07,2021-07-07
Carol Yates,850,81351464,aoO20393,BP4,2021-04-26,2022-04-26
Meagan Adams,510,89436034,nWZ08840,BP2,2020-03-15,2021-03-15
Nichole Crawford,421,63853624,EMU59233,BP1,2022-05-25,2023-05-25
Susan Snyder MD,457,83066661,nbE73734,BP2,2021-01-08,2022-01-08
Renee Knight,455,51240535,DOQ15699,BP4,2022-11-20,2023-11-20
Courtney Cameron,189,72424069,JSG55284,BP1,2020-07-17,2021-07-17
Nicole Henderson,613,59237270,VVN88568,BP4,2022-12-16,2023-12-16
Jamie Burke,676,57967108,GYg87318,BP1,2020-03-09,2021-03-09
Gregory Smith,519,65411015,PhY49307,BP3,2022-03-04,2023-03-04
Mark Walker,425,51094087,GJc06093,BP4,2021-12-13,2022-12-13
Justin Alvarez,421,10321658,MNH30976,BP4,2022-07-26,2023-07-26
Mark Mitchell,302,66906120,ZGS35548,BP4,2022-08-05,2023-08-05
William Sanchez,680,72935496,zXe70778,BP1,2020-01-29,2021-01-28
Kyle Chavez,779,16759290,sst38828,BP4,2021-04-07,2022-04-07
Lindsey Schmidt DVM,964,58182135,hLt14852,BP2,2021-04-17,2022-04-17
Michael Taylor,389,16005338,apC71024,BP3,2020-05-16,2021-05-16
Sydney Vaughn,735,53939395,nga82798,BP3,2022-02-26,2023-02-26
Maria Dean,226,38293936,Gma53432,BP4,2020-04-11,2021-04-11
Sandra Washington,171,21844636,gWg32828,BP4,2022-05-03,2023-05-03
Veronica Martinez,175,27658146,WxZ20230,BP3,2021-09-05,2022-09-05
Isaac Hayes,713,58741437,CGy39740,BP4,2020-03-02,2021-03-02
Cassandra Lawrence,922,46058773,umU63040,BP4,2022-04-21,2023-04-21
Riley Palmer,653,35223538,Qdf45910,BP4,2022-12-17,2023-12-17
Paul Garcia,161,97953798,KPX44700,BP3,2022-09-07,2023-09-07
Mary Medina,151,29069229,Nyl27411,BP1,2021-05-28,2022-05-28
Patricia Smith,283,73261970,Zqj23126,BP3,2021-04-01,2022-04-01
Erin Cooper,453,55273447,Mai37010,BP2,2022-06-07,2023-06-07
Janet Hawkins,175,99938797,qEB76539,BP2,2022-03-29,2023-03-29
Mitchell Sanders,179,45787404,IVr28367,BP3,2022-10-13,2023-10-13
Alan Bennett,339,60553863,mgU73155,BP3,2021-08-11,2022-08-11
Katherine Perkins,136,47928702,NTo68120,BP1,2022-11-17,2023-11-17
Ethan Hogan,041,26457685,lME69935,BP3,2022-09-01,2023-09-01
Lori Shields,917,8004280,qjj07586,BP4,2022-07-12,2023-07-12
Karen Erickson,424,44134421,jEF10398,BP3,2020-11-21,2021-11-21
Hailey Green,657,14236400,jSE18319,BP1,2020-02-06,2021-02-05
Lisa Marquez,393,68013000,jWa26584,BP3,2022-07-19,2023-07-19
Alicia Garcia,183,24452172,QAJ59750,BP1,2022-01-11,2023-01-11
Connor Hull,398,90373657,GLO85962,BP3,2022-03-19,2023-03-19
Joseph Rodriguez,851,60790993,paV83502,BP3,2020-05-11,2021-05-11
Charles Bryant,863,28927889,GPa03478,BP4,2022-06-22,2023-06-22
Shane Bond,734,65755304,qQv37511,BP1,2020-04-13,2021-04-13
Rachel Moore,281,57588961,MgK92885,BP3,2020-08-15,2021-08-15
Kristen Watkins,135,27526724,cDb38040,BP1,2021-08-14,2022-08-14
Marcus Torres,804,52229135,cdi53182,BP2,2020-05-30,2021-05-30
Sara Jenkins,720,13390589,sMd30907,BP1,2021-07-12,2022-07-12
Janet Johnson,808,27223947,UCj35388,BP4,2020-04-17,2021-04-17
Kimberly Wilson,797,37891181,TUj18778,BP2,2021-07-10,2022-07-10
Dana Wilson,429,10374869,UlO16482,BP1,2022-05-22,2023-05-22
Sandra Gregory,043,3111184,fcI91379,BP4,2022-10-22,2023-10-22
Brandon Harrington,417,59171824,Lng97513,BP1,2022-03-21,2023-03-21
Alan Mcintyre,690,46725406,qeO89433,BP3,2022-06-02,2023-06-02
Daniel Hinton,286,34214905,sOR48860,BP1,2020-10-11,2021-10-11
James Mckenzie,341,48810887,QyP88261,BP1,2022-05-14,2023-05-14
Robert Moore,587,59081281,Ttc49541,BP3,2020-12-16,2021-12-16
Joshua Webster,116,13945293,SSX72326,BP2,2022-12-29,2023-12-29
James Delgado,905,1740724,iDj96082,BP4,2021-06-12,2022-06-12
Emily Fritz,496,96854870,dvc38311,BP3,2020-09-20,2021-09-20
David Taylor,388,83738691,hdB19136,BP3,2020-03-02,2021-03-02
Darius Cooper,269,71594743,kcw07697,BP2,2020-06-05,2021-06-05
Donna Short,193,97784296,GdR74123,BP1,2021-12-08,2022-12-08
Ashley Warner,374,94659624,Yue55790,BP4,2022-01-12,2023-01-12
Kelli Summers,794,32361319,QXU73485,BP3,2020-04-08,2021-04-08
Justin Diaz,002,92794454,gnB53337,BP3,2021-10-09,2022-10-09
Matthew Christensen,385,93691747,Awl82993,BP2,2020-07-27,2021-07-27
Jesse Johnson,145,34694085,NCw36057,BP4,2021-07-22,2022-07-22
Randy Rivera,948,91432333,vin81063,BP2,2021-10-09,2022-10-09
Lisa Adams,000,48156874,zmI25398,BP2,2022-03-28,2023-03-28
Pam Johnson DDS,244,86669082,cUF37945,BP2,2020-09-11,2021-09-11
Christine Johnson,341,25133206,NvG08119,BP4,2022-03-29,2023-03-29
John Doyle,294,57849772,OFl98802,BP3,2021-01-13,2022-01-13
Jessica Wilson,448,93161535,zmJ07657,BP2,2022-12-14,2023-12-14
Elizabeth Carter,958,14914044,RGb23804,BP4,2020-08-21,2021-08-21
Dawn Strong,822,42321993,eLJ75184,BP3,2020-04-24,2021-04-24
Shawn Lee,117,32898448,Dcc26877,BP3,2021-03-05,2022-03-05
David Miller,962,42744888,lbO16210,BP2,2021-10-13,2022-10-13
Sara Doyle,480,82782440,qFX32963,BP4,2020-03-18,2021-03-18
Chad Chen,796,85435953,GXI62816,BP3,2022-10-05,2023-10-05
Elizabeth Cervantes,471,6175957,pAt86703,BP3,2022-07-08,2023-07-08
Casey Mack,481,92173689,MQH33527,BP1,2020-10-25,2021-10-25
Joe Miller,918,22839596,vHO10199,BP2,2022-05-22,2023-05-22
Whitney Harris,444,80994238,XkN22142,BP1,2021-10-22,2022-10-22
Jordan Baker,605,58728572,buP97920,BP1,2020-05-13,2021-05-13
Todd Mayer,465,67899490,BsY65683,BP1,2022-03-06,2023-03-06
Linda Webster,559,30128317,BkF76211,BP1,2022-10-18,2023-10-18
Kyle Hess,390,63305238,bSK88995,BP4,2021-06-16,2022-06-16
Michael Johnson,538,42835978,IQk27147,BP2,2021-10-01,2022-10-01
Jorge Goodman,653,41132998,hbr62861,BP2,2022-07-06,2023-07-06
Ashley Brady,816,43999324,ACN19685,BP4,2022-05-23,2023-05-23
Ashley Gibson,554,17052161,Osi06978,BP3,2020-12-05,2021-12-05
Michael Johnston,573,28549159,Xri53957,BP1,2022-11-13,2023-11-13
Amanda Zhang,478,65320909,qSR35897,BP2,2020-12-30,2021-12-30
Ronald Perez,600,46363370,hip09661,BP2,2021-02-10,2022-02-10
Lawrence Bailey,093,55149312,vik16206,BP1,2021-07-31,2022-07-31
Nicole Hoffman,303,34853789,jyJ67537,BP2,2021-09-05,2022-09-05
Bobby Holder,048,92285306,Jee69135,BP2,2021-05-02,2022-05-02
Lori Fitzgerald,050,86620119,Cvs58695,BP1,2021-12-15,2022-12-15
Stephanie Holland,613,54902331,oGk19669,BP3,2021-04-12,2022-04-12
Adam Park,536,52986166,zpi75860,BP3,2020-04-28,2021-04-28
Michael Allen,635,34459507,RSG59165,BP3,2022-08-11,2023-08-11
Jason Smith,316,34342412,qMZ29131,BP4,2022-02-02,2023-02-02
Sheryl Stevens,127,56676273,mAO81004,BP4,2022-09-12,2023-09-12
Katherine House MD,620,75340346,ZLf42044,BP3,2022-06-08,2023-06-08
Gabriel Chen,550,92407346,XLI57078,BP4,2020-08-23,2021-08-23
David Morrison,768,85052435,tmw97838,BP3,2020-11-15,2021-11-15
Mr. Brian Sanchez,820,25846827,pzh46809,BP4,2022-08-28,2023-08-28
Jermaine Hart,646,55560971,PNb40330,BP4,2021-02-05,2022-02-05
Michael Sanchez,638,91774123,bpb55765,BP2,2020-05-05,2021-05-05
Thomas Webster,960,97488303,hhK23830,BP4,2022-10-06,2023-10-06
Daisy Smith,159,57203493,VUi55606,BP3,2021-04-29,2022-04-29
Abigail Jones,558,80085823,AhP79770,BP4,2020-10-31,2021-10-31
Jeffrey Collins,272,63456704,ZtU40165,BP4,2020-05-10,2021-05-10
Kathryn Smith,402,83953080,eTE34442,BP2,2021-02-01,2022-02-01
Reginald Choi,798,35270958,xwO88644,BP2,2022-08-02,2023-08-02
Craig Crosby,652,99547762,kkg37972,BP1,2021-08-01,2022-08-01
Richard Tucker,829,77404641,jSF25819,BP4,2021-01-06,2022-01-06
Deborah Ingram,660,34105527,fXw86794,BP1,2021-12-11,2022-12-11
William Myers,125,34189550,qUs32622,BP4,2022-05-16,2023-05-16
Joann Martin,249,60382634,QjP68689,BP2,2022-06-03,2023-06-03
Michele Morgan,610,39048559,les70982,BP1,2022-06-20,2023-06-20
Mr. Jonathan Vazquez,799,1783583,wHb48066,BP4,2020-01-28,2021-01-27
Mariah Miller,477,19786185,rZh18928,BP1,2022-07-22,2023-07-22
Jeffrey Weaver,905,59974090,RYf99310,BP1,2022-01-11,2023-01-11
Dr. Sabrina Cameron,534,88271349,eTO70340,BP1,2020-09-09,2021-09-09
Beth Avila,162,91172921,slc64572,BP2,2020-03-31,2021-03-31
Tiffany Cooper,128,19236220,VOi93980,BP1,2020-06-10,2021-06-10
Amy Sims,048,43496734,esR60227,BP1,2020-08-09,2021-08-09
Cynthia Kerr,804,16515232,ksv25161,BP4,2022-10-02,2023-10-02
Kenneth Pollard,995,67764520,HDU02994,BP3,2022-01-01,2023-01-01
Charles Payne,439,76349075,aMy57747,BP2,2022-10-15,2023-10-15
Daniel Graham,295,65869434,OAY83076,BP1,2021-07-19,2022-07-19
Karen Long,568,66629720,Frj40569,BP3,2020-05-17,2021-05-17
Courtney Ortega,252,58995435,BRa29095,BP3,2021-08-03,2022-08-03
Erica Mcdonald,204,28596368,DYq29383,BP1,2022-05-05,2023-05-05
Jason Collins,585,87334638,yuH78644,BP1,2022-09-06,2023-09-06
Sarah Chapman,042,43450893,qFk34932,BP1,2020-11-25,2021-11-25
Kaitlyn White,667,95422234,yQt49449,BP3,2020-12-21,2021-12-21
William Baker,399,99279105,XnS09894,BP3,2020-11-10,2021-11-10
Colin Williams,921,95843986,qJX04153,BP1,2021-12-05,2022-12-05
Isaac Brown,927,46349579,BSh24020,BP3,2020-01-06,2021-01-05
Anna Spencer,998,95549305,vpV40401,BP1,2022-01-14,2023-01-14
William Austin,593,84318634,PmY00729,BP3,2022-11-01,2023-11-01
Ruth Garza,640,11443799,JDE07720,BP4,2020-10-07,2021-10-07
Jamie Mata,125,22795145,qXT33051,BP2,2020-06-29,2021-06-29
Jacob Soto,539,64011805,Yxk51854,BP1,2021-08-04,2022-08-04
Derrick Robinson,233,64315348,ZEO73867,BP1,2020-07-05,2021-07-05
Kevin Scott,854,89564341,BhT07483,BP2,2022-10-29,2023-10-29
Joseph Davis,839,30418865,qvK56551,BP4,2021-12-13,2022-12-13
Meagan Hebert,440,13534287,lCt02267,BP3,2021-12-04,2022-12-04
Jacob George,369,12622864,foe04261,BP3,2021-02-26,2022-02-26
Dr. Keith Beltran,200,8534571,vXk69070,BP4,2020-03-28,2021-03-28
Jonathan Mays,797,32035197,ILA71505,BP2,2021-03-14,2022-03-14
Kelli Russell,793,3441762,liM94432,BP1,2020-08-18,2021-08-18
Melissa Smith,961,17686449,Wlg50534,BP3,2021-06-15,2022-06-15
Amy Meza,345,24438134,FCf06682,BP3,2020-05-26,2021-05-26
Jessica Brown,154,43833390,jFz71118,BP3,2022-05-30,2023-05-30
Kimberly Palmer,006,25512967,QnY09492,BP3,2020-03-15,2021-03-15
Karen Richardson,902,61336698,mVJ23129,BP4,2020-02-01,2021-01-31
Jessica Padilla,902,11640535,tUo98996,BP2,2021-12-22,2022-12-22
Thomas Mejia,651,10710756,hnr02828,BP2,2021-05-15,2022-05-15
Steven Moon,835,13672788,XdE35606,BP1,2022-01-28,2023-01-28
Tammy Mejia,665,28350934,pRX48844,BP3,2021-08-05,2022-08-05
Kylie Walter,719,73475644,dBU36936,BP1,2022-07-30,2023-07-30
Timothy Pierce,353,34758095,GPE95141,BP4,2022-11-11,2023-11-11
Warren Cook,942,51131934,ySc67387,BP3,2020-11-06,2021-11-06
Jodi Jones,252,83623269,fOd93329,BP1,2022-02-04,2023-02-04
Betty Morales,986,49852701,Lyr82864,BP3,2021-08-27,2022-08-27
James Contreras,175,14341665,ecr60603,BP4,2021-09-17,2022-09-17
Amy Cordova,232,30130220,agF90870,BP1,2022-01-07,2023-01-07
Tiffany Sanchez,983,24030069,azG87277,BP2,2020-11-29,2021-11-29
Whitney Johnson,486,57513672,HUC98997,BP1,2021-08-19,2022-08-19
Albert Park,102,1150176,Ybl85232,BP1,2020-08-11,2021-08-11
Alan Walters,735,94670362,heQ42081,BP3,2022-11-28,2023-11-28
Cathy Davis,348,89174622,Nwh71804,BP1,2021-01-10,2022-01-10
Michael Gregory,144,94685762,IkG98026,BP4,2020-08-26,2021-08-26
Michael Riley,172,4544002,typ67584,BP4,2022-01-11,2023-01-11
Carlos Stone,538,98715629,fth09837,BP1,2021-08-08,2022-08-08
Lisa Russell,258,96753672,ikD52014,BP2,2020-10-21,2021-10-21
Kerry King,038,2466570,yJQ02629,BP4,2021-10-21,2022-10-21
Sandra Oneill,088,81499685,HGp47628,BP3,2022-03-21,2023-03-21
Gerald Gallegos,983,87735563,IzQ74676,BP2,2022-05-19,2023-05-19
Kevin Cruz,594,51472582,HEc23719,BP2,2020-07-31,2021-07-31
David Lynch,193,50096941,yFi14053,BP3,2022-11-14,2023-11-14
Betty Gonzalez,233,6092348,cnZ87171,BP1,2020-08-17,2021-08-17
Vickie Johnston,411,93630806,lQJ48663,BP1,2020-04-04,2021-04-04
Morgan Robinson,639,54368591,aSB54199,BP1,2022-07-13,2023-07-13
William Smith,593,27336012,koC36303,BP4,2021-01-23,2022-01-23
Nicholas Patterson,615,97399024,iYS57382,BP2,2021-09-16,2022-09-16
Kathryn Reynolds,783,35632755,vRg41144,BP1,2020-08-09,2021-08-09
Patricia Lee,053,65308045,YnX37447,BP3,2022-02-15,2023-02-15
John Green,398,99648739,yxK56463,BP2,2020-09-01,2021-09-01
Sherry Johnson,936,59858553,Cqw61086,BP4,2021-07-16,2022-07-16
John Ray,028,35886518,GBV95982,BP2,2020-02-20,2021-02-19
Victoria Williams,562,55751362,Dul87374,BP4,2021-09-05,2022-09-05
Ryan Hughes,595,97417439,tRI42211,BP3,2021-12-31,2022-12-31
Ana Murphy,739,3317820,sxd86493,BP4,2020-05-03,2021-05-03
Lori Murphy,665,62383908,jtK31194,BP2,2021-04-26,2022-04-26
Kimberly Huang,734,40034280,qqL69725,BP3,2021-01-11,2022-01-11
Pam Tapia,987,14150478,vMR83317,BP1,2022-04-06,2023-04-06
Jordan Johnston,320,7440556,USm71852,BP2,2022-02-01,2023-02-01
Michael Boyle,105,56409337,LOQ29980,BP3,2020-08-03,2021-08-03
Jeffrey Smith,169,65441531,wkA81268,BP4,2021-02-13,2022-02-13
Victoria Mcconnell,354,4314019,Kdy81185,BP2,2022-06-05,2023-06-05
Eric Aguilar,903,15163933,ROt87577,BP4,2021-06-14,2022-06-14
Patricia Torres,265,6778908,Cuj02114,BP4,2022-11-10,2023-11-10
Tracy Stewart,149,21407241,BoB48142,BP2,2020-05-15,2021-05-15
Joseph Rogers,597,71893111,fpG51402,BP2,2020-02-02,2021-02-01
Samuel Morrison,982,63151749,Agy37240,BP1,2021-07-08,2022-07-08
Alexandra Carr,524,69954814,TCG31476,BP3,2021-06-23,2022-06-23
Kenneth Drake,814,68797647,ITy98395,BP2,2021-10-03,2022-10-03
Helen Carpenter,482,50908404,AFe69092,BP1,2021-11-03,2022-11-03
Nathan Burton,282,96164008,aDT96800,BP3,2021-09-13,2022-09-13
Kyle Long,689,17528901,Tun25927,BP3,2022-06-05,2023-06-05
John Ward,625,89448981,qgi98786,BP1,2021-04-06,2022-04-06
Angela Hill,761,56269727,Reu84838,BP2,2022-05-10,2023-05-10
Charles Hayes,538,63783000,bEf16312,BP3,2022-12-04,2023-12-04
Tara Rocha,868,56414603,QKF50477,BP1,2020-06-15,2021-06-15
Courtney Drake MD,780,41663897,gUe44564,BP3,2021-01-05,2022-01-05
Edward Harrell,308,86458078,GGR49874,BP3,2021-02-06,2022-02-06
Matthew Chang,831,35710237,JMp61818,BP4,2021-01-05,2022-01-05
Benjamin Zhang,249,78632884,Lqx24011,BP2,2022-04-07,2023-04-07
Kaitlyn Wilcox,512,68821634,jBB00176,BP4,2020-12-02,2021-12-02
Michael Valentine,979,19232,kyS41899,BP3,2021-03-08,2022-03-08
Jessica Delacruz,559,20659010,thf56394,BP3,2020-08-20,2021-08-20
Matthew Edwards,619,52447819,JUN29548,BP3,2022-03-26,2023-03-26
Albert Marquez,707,9920888,EHz62560,BP4,2021-12-28,2022-12-28
Jamie Crawford,226,32992544,Psm26379,BP4,2021-01-20,2022-01-20
Marilyn Flynn,323,86305377,sGo67298,BP1,2022-10-28,2023-10-28
Amy Roberts,720,78068732,hEx79088,BP4,2022-09-14,2023-09-14
David Harrison,952,40278560,AhJ14176,BP4,2021-03-27,2022-03-27
Kimberly Carter,135,79790660,qvY93986,BP1,2020-06-18,2021-06-18
Mark Davis,776,60772584,qXh05188,BP1,2020-11-05,2021-11-05
Thomas Watkins,909,16491776,OHQ79921,BP3,2020-05-13,2021-05-13
David Harris,163,81046489,Bch21633,BP2,2021-06-20,2022-06-20
David Mcintosh DDS,259,51438334,MGp68379,BP2,2020-01-30,2021-01-29
Vicki Whitaker,762,72638127,cHb33905,BP2,2022-09-15,2023-09-15
Miss Monica Kelley,253,52830767,SKJ94335,BP1,2021-04-27,2022-04-27
Tammy Andrews,690,95549909,LbG27003,BP2,2020-01-19,2021-01-18
Christian Mayo,545,67116209,kIY90355,BP3,2020-03-28,2021-03-28
Dr. Jamie Avery,814,92017565,teq04929,BP4,2020-01-16,2021-01-15
Michael Perry,420,1794475,XeW68923,BP3,2022-12-11,2023-12-11
Kathy Michael,401,39463531,XYk86155,BP3,2022-12-16,2023-12-16
Hayley Burgess,546,99984622,dik58247,BP1,2022-06-17,2023-06-17
Kathleen Wall,396,78970059,XkA33519,BP2,2020-04-30,2021-04-30
Walter Morrison,180,73856055,GGE00199,BP3,2021-07-04,2022-07-04
Lee Tapia,462,6549960,ZqT44945,BP1,2022-08-06,2023-08-06
Mark Russo,582,63129125,IIT08493,BP4,2022-12-05,2023-12-05
Jeffrey Johnson,849,25934992,LXQ26726,BP3,2022-12-23,2023-12-23
Catherine Malone,684,78929603,Xgr95738,BP4,2020-10-07,2021-10-07
Kayla Henderson,093,88406895,lkS44361,BP2,2020-02-16,2021-02-15
Joy Haney,601,40493727,Iuu09491,BP4,2022-11-29,2023-11-29
Kyle Leonard,399,9411411,kWX80878,BP2,2021-11-03,2022-11-03
Vanessa Lang,699,82023517,fYG45622,BP1,2022-06-09,2023-06-09
John Davis,112,51027021,tVo36631,BP1,2022-05-04,2023-05-04
Samantha Silva,653,85957739,Caa92741,BP1,2022-04-12,2023-04-12
Eric Ruiz,724,46649864,Zuf34981,BP1,2022-01-29,2023-01-29
Jennifer Bennett,588,86655503,dSF33757,BP4,2020-07-08,2021-07-08
John Myers,161,15034413,KNf58474,BP2,2021-07-29,2022-07-29
Steven Lawson,669,94725234,SOF48112,BP3,2022-07-11,2023-07-11
Nichole Thompson,291,83889013,VAI68708,BP2,2020-08-10,2021-08-10
Elizabeth Sexton,254,33126171,ceD29364,BP2,2020-08-01,2021-08-01
Veronica Collins,207,68103580,Abv83885,BP4,2020-10-13,2021-10-13
Kerri Morris,050,90942359,KVC78488,BP3,2021-11-02,2022-11-02
William Perez,244,53727683,Ldb00786,BP2,2020-08-20,2021-08-20
David Villa,891,59853227,pLx25043,BP1,2021-08-04,2022-08-04
Sheila Carter,188,59591909,yGl15313,BP1,2021-06-02,2022-06-02
Tina Branch,177,86168209,xvj83582,BP3,2021-01-04,2022-01-04
Gregory Fitzpatrick,748,17880522,oyu91083,BP3,2021-01-06,2022-01-06
Nicholas Johnston,071,20059352,dSw35464,BP2,2022-01-19,2023-01-19
William Barr,310,70678898,ckN32597,BP3,2021-06-01,2022-06-01
Joseph Wade,586,29150147,lap11912,BP2,2022-02-12,2023-02-12
Jerry Singleton,135,80867604,wfI90415,BP1,2022-10-14,2023-10-14
Debra Johnston,235,75126147,ZzD31708,BP3,2022-10-05,2023-10-05
Derek Wiley,884,75011041,EcV82929,BP3,2021-12-19,2022-12-19
Richard Mueller IV,798,78565345,Gzt28626,BP2,2021-10-14,2022-10-14
Ray Blackburn,923,65547526,xwc87088,BP3,2020-08-31,2021-08-31
Joshua Hess,045,54782158,FSv69870,BP1,2020-09-21,2021-09-21
Susan Dillon,579,50739019,YEq28657,BP2,2021-09-20,2022-09-20
Randy Solis,585,61714372,EjF45459,BP2,2022-11-28,2023-11-28
Joel Harris,379,10031577,gtU06685,BP4,2020-05-17,2021-05-17
Derek Garcia,931,50837883,GOM81916,BP3,2021-10-25,2022-10-25
Kelsey Green,574,70766357,mUg67607,BP3,2020-06-16,2021-06-16
Mary Garza,191,17202331,ECB44255,BP3,2020-07-28,2021-07-28
Scott Peters,965,85019234,DEi52756,BP4,2022-08-06,2023-08-06
Brandon Flowers,263,77941128,Cvb18120,BP2,2021-10-05,2022-10-05
William Martin,700,16677403,ATX77432,BP1,2021-08-23,2022-08-23
Barbara Thomas,422,45142896,VNv50606,BP1,2022-02-10,2023-02-10
Patrick Curry,850,7800444,RzA82601,BP4,2021-10-29,2022-10-29
Jessica Harris,371,17376493,nEo50149,BP4,2022-09-04,2023-09-04
Sydney Carter,311,29380046,qRf60813,BP1,2021-10-29,2022-10-29
Michael Mccullough,289,35696940,WOW36711,BP1,2021-11-12,2022-11-12
Steven Chavez,459,11703764,qiG46447,BP1,2020-08-27,2021-08-27
Susan Figueroa,464,95913702,FFX60653,BP1,2022-10-17,2023-10-17
Jesse Washington,630,97020918,gnr27304,BP1,2022-07-20,2023-07-20
James Bell,041,58687388,PJu37303,BP2,2021-03-30,2022-03-30
Gerald Beck,779,83598216,Mao51059,BP4,2022-01-07,2023-01-07
Thomas Stephens,167,89703071,OVN85669,BP2,2022-04-28,2023-04-28
